block,plot,sub,bkgrd,dens,phyto,phyto.n.indiv,phyto.date.census,phyto.date.collect,phyto.unique,Nbrhood.size,bkgrd.n.indiv,bg.date.census,CRCO,ERBO,FIGA,GAMU,HYGL,SIGA,other,notes,plot.notes,sub.notes,unique
3,10,2,TACA,H,LOMU,,,,,10,,,,,,,,,,,,,1269
3,10,3,TACA,H,TWIL-I,0,04/12/2022,,,18,20,04/12/2022,21,0,0,0,0,0,1,,,,1270
3,10,4,TACA,H,CESO,,,,,18,,,,,,,,,,,,,1271
3,10,5,TACA,H,ANAR,,,,,10,,,,,,,,,,,,,1272
3,10,6,TACA,H,empty,,,,,,,,,,,,,,,,,,1273
3,10,7,TACA,H,PLER,2,03/31/2022,03/31/2022,,10,14,03/31/2022,1,0,0,0,0,0,1,,,,1274
3,10,8,TACA,H,VIVI,-9999,,,,,,,,,,,,,,,,,1275
3,10,9,TACA,H,empty,,,,,,,,,,,,,,,,,,1276
3,10,10,TACA,H,MICA,1,04/04/2022,04/04/2022,,10,10,04/04/2022,0,0,0,0,0,0,0,,,,1277
3,10,11,TACA,H,CLPU,,,,,10,,,,,,,,,,,,,1278
3,10,12,TACA,H,PLNO,0,04/20/2022,,,18,18,04/20/2022,0,0,0,0,1,3,0,,,,1279
3,10,13,TACA,H,AMME,2,04/01/2022,04/01/2022,,18,14,04/01/2022,0,0,0,0,0,0,0,,,,1280
3,10,14,TACA,H,AVBA,0,04/29/2022,,,,30,04/29/2022,0,0,0,0,0,0,0,,,,1281
3,10,15,TACA,H,TACA,,,,,10,,,,,,,,,,,,,1282
3,10,16,TACA,H,ACAM,,,,,10,,,,,,,,,,,,,1283
3,10,17,TACA,H,empty,,,,,,,,,,,,,,,,,,1284
3,10,18,TACA,H,BRNI,3,04/26/2022,04/26/2022,,18,24,04/26/2022,,,,,,,,,,,1285
3,10,19,TACA,H,ERBO,-9999,,,,,,,,,,,,,,,,,1286
3,10,20,TACA,H,BRHO,3,04/20/2022,04/20/2022,,10,7,04/20/2022,0,0,0,0,0,0,0,,,,1287
3,10,21,TACA,H,empty,,,,,,,,,,,,,,,,,,1288
3,10,22,TACA,H,GITR,2,04/15/2022,04/15/2022,,10,11,04/15/2022,1,0,0,0,0,0,1,,,,1289
3,10,23,TACA,H,MAEL,,,,,18,,,,,,,,,,,,,1290
3,10,24,TACA,H,LENI,2,03/23/2022,03/23/2022,,18,22,03/23/2022,8,0,0,0,0,0,0,,,,1291
3,10,25,TACA,H,THIR-I,,,,,18,,,,,,,,,,,,,1292
3,11,1,PLER,H,GITR,1,04/12/2022,04/25/2022,b,10,18,04/12/2022,0,0,0,0,0,0,0,SW,,,11609
3,11,1,PLER,H,GITR,2,04/12/2022,04/15/2022,a,10,17,04/12/2022,0,0,0,0,0,0,0,NORth-most; combined two phytos into one,,,1293
3,11,2,PLER,H,PLNO,0,04/12/2022,,,18,118,04/12/2022,0,0,0,0,0,0,0,,,,1294
3,11,3,PLER,H,MAEL,0,04/12/2022,,,18,127,04/12/2022,12,0,0,0,2,0,0,,,,1295
3,11,4,PLER,H,ACAM,1,04/12/2022,,c,10,32,04/12/2022,0,0,0,0,0,0,0,easton nost,,,11611
3,11,4,PLER,H,ACAM,1,04/12/2022,,b,10,26,04/12/2022,2,0,0,0,0,0,0,northern most,,,11610
3,11,4,PLER,H,ACAM,1,04/12/2022,,a,10,33,04/12/2022,4,0,0,0,0,0,1,western most,,,1296
3,11,5,PLER,H,LENI,1,03/23/2022,03/23/2022,,18,34,03/23/2022,14,0,0,0,0,0,0,,,,1297
3,11,6,PLER,H,VIVI,-9999,,,,,,,,,,,,,,,,,1298
3,11,7,PLER,H,AMME,1,04/01/2022,04/01/2022,,18,61,04/01/2022,0,0,0,0,0,0,1,,,,1299
3,11,8,PLER,H,TACA,1,04/12/2022,,c ,10,23,04/12/2022,0,0,0,0,1,0,0,N,,,11613
3,11,8,PLER,H,TACA,1,04/12/2022,,b,10,30,04/12/2022,0,0,0,0,0,0,1,SW ; one other= THIR,,,11612
3,11,8,PLER,H,TACA,1,04/12/2022,,a,10,28,04/12/2022,6,0,0,2,0,0,0,SE,,,1300
3,11,9,PLER,H,empty,,,,,,,,,,,,,,,,,,1301
3,11,10,PLER,H,PLER,1,04/25/2022,04/25/2022,,10,34,04/25/2022,0,0,0,0,0,0,0,,,,1302
3,11,11,PLER,H,LOMU,1,04/12/2022,,c,10,4,04/12/2022,0,0,0,0,0,0,0,SW,,,11615
3,11,11,PLER,H,LOMU,1,04/12/2022,,b,10,10,04/12/2022,0,0,0,0,0,0,0,SE,,,11614
3,11,11,PLER,H,LOMU,1,04/12/2022,,a,10,16,04/12/2022,5,0,0,0,0,0,0,N,,,1303
3,11,12,PLER,H,ERBO,-9999,,,,,,,,,,,,,,,,,1304
3,11,13,PLER,H,empty,,,,,,,,,,,,,,,,,,1305
3,11,14,PLER,H,THIR-I,1,04/12/2022,,,18,85,04/12/2022,13,0,0,1,0,0,1,,,,1306
3,11,15,PLER,H,TWIL-I,1,04/12/2022,04/25/2022,,18,26,04/12/2022,5,0,0,1,0,0,0,COLLECTED NOW. Phyto not ready to collect,,,1307
3,11,16,PLER,H,CLPU,0,04/12/2022,,,10,22,04/12/2022,0,0,0,0,0,0,0,,,,1308
3,11,17,PLER,H,empty,,,,,,,,,,,,,,,,,,1309
3,11,18,PLER,H,BRNI,1,04/12/2022,04/25/2022,,18,98,04/12/2022,0,0,0,0,0,0,0,,,,1310
3,11,19,PLER,H,ANAR,0,04/12/2022,,,10,28,04/12/2022,9,0,0,1,0,0,0,,,,1311
3,11,20,PLER,H,MICA,3,04/04/2022,04/04/2022,,10,15,04/04/2022,0,0,1,2,0,0,0,,,,1312
3,11,21,PLER,H,AVBA,0,04/29/2022,,,,26,04/29/2022,0,0,0,0,0,0,0,,,,1313
3,11,22,PLER,H,THIR-U,1,04/12/2022,,,18,67,04/12/2022,5,0,0,0,0,0,2,,,,1314
3,11,23,PLER,H,BRHO,1,04/12/2022,04/20/2022,b,10,33,04/12/2022,0,0,0,0,0,0,0,1 smaller to the west,,,11616
3,11,23,PLER,H,BRHO,2,04/12/2022,04/20/2022,a,10,12,04/12/2022,0,0,0,0,0,0,0,2 larger to the east,,,1315
3,11,24,PLER,H,TWIL-U,0,04/12/2022,,,18,25,04/12/2022,2,0,0,0,1,0,2,,,,1316
3,11,25,PLER,H,CESO,1,04/12/2022,,,18,48,04/12/2022,1,0,0,9,0,0,2,,,,1317
3,12,1,BRHO,H,empty,,,,,,,,,,,,,,,,,,1318
3,12,2,BRHO,H,CLPU,0,04/18/2022,,,10,51,04/18/2022,0,0,0,0,0,0,0,,,,1319
3,12,2,BRHO,H,CLPU,1,04/18/2022,,,,34,04/18/2022,0,0,0,0,0,0,0,"in sub 19/20. likely spillover from CLPU bg, but still usable ",,,11652
3,12,3,BRHO,H,THIR-I,2,04/18/2022,,,18,106,04/18/2022,0,0,0,0,0,0,0,not the big one that is on the edge of the buffer/plot,,,1320
3,12,4,BRHO,H,BRNI,1,04/18/2022,04/18/2022,,18,83,04/18/2022,5,0,0,0,0,0,0,,,,1321
3,12,5,BRHO,H,ERBO,-9999,,,,,,,,,,,,,,,,,1322
3,12,6,BRHO,H,CESO,2,04/18/2022,,,18,89,04/18/2022,0,0,0,0,0,0,0,,,,1323
3,12,7,BRHO,H,ANAR,0,04/18/2022,,,10,36,04/18/2022,0,0,0,0,0,0,0,,,,1324
3,12,8,BRHO,H,BRHO,1,04/18/2022,04/18/2022,,10,34,04/18/2022,0,0,0,0,0,0,0,,,,1325
3,12,9,BRHO,H,PLNO,0,04/18/2022,,,18,126,04/18/2022,0,0,0,0,0,0,1,other= THR,,,1326
3,12,10,BRHO,H,TWIL-I,2,04/12/2022,04/25/2022,,18,38,04/12/2022,4,0,0,0,0,0,0,COLLECTED NOW. Phytos not ready to collect,,,1327
3,12,11,BRHO,H,PLER,3,03/31/2022,03/31/2022,,10,19,03/31/2022,0,0,0,0,0,0,0,,,,1328
3,12,12,BRHO,H,VIVI,-9999,,,,,,,,,,,,,,,,,1329
3,12,13,BRHO,H,LOMU,3,04/18/2022,,,10,36,04/18/2022,0,0,0,0,0,0,1,,,,1330
3,12,14,BRHO,H,THIR-U,1,04/18/2022,,,18,83,04/18/2022,0,0,0,1,0,0,0,,,,1331
3,12,15,BRHO,H,AVBA,0,04/29/2022,,,,52,04/29/2022,10,0,0,0,1,0,0,,,,1332
3,12,16,BRHO,H,TWIL-U,1,04/18/2022,04/18/2022,,18,56,04/18/2022,0,0,0,1,0,0,0,CORRECTED. NEEDS MANUAL CHANGE. CE located phyto,,,1333
3,12,17,BRHO,H,ACAM,1,04/18/2022,,,10,31,04/18/2022,0,0,0,1,0,0,0,,,,1334
3,12,18,BRHO,H,TACA,3,04/18/2022,,,10,34,04/18/2022,0,0,0,0,0,0,0,,,,1335
3,12,19,BRHO,H,empty,,,,,,,,,,,,,,,,,,1336
3,12,20,BRHO,H,MAEL,0,04/18/2022,,,18,64,04/18/2022,0,0,0,0,0,0,1,,,,1337
3,12,21,BRHO,H,empty,,,,,,,,,,,,,,,,,,1338
3,12,22,BRHO,H,AMME,1,04/18/2022,04/18/2022,B,,88,04/18/2022,0,0,0,0,1,0,1,perhaps accidentally planted or maybe growing as a weed? still usable!,,,11653
3,12,22,BRHO,H,AMME,1,04/01/2022,04/01/2022,A,18,29,04/01/2022,0,0,0,2,0,0,0,,,,1339
3,12,23,BRHO,H,LENI,2,03/23/2022,03/23/2022,,18,35,03/23/2022,8,0,0,0,0,0,0,,,,1340
3,12,24,BRHO,H,MICA,3,04/04/2022,04/04/2022,,10,13,04/04/2022,3,0,0,0,0,0,0,,,,1341
3,12,25,BRHO,H,GITR,0,04/15/2022,,,10,4,04/15/2022,2,0,0,2,1,0,0,,,,1342
3,13,1,THIR-I,L,BRHO,2,04/20/2022,04/20/2022,,10,5,04/20/2022,21,0,0,0,0,0,0,One background individual is t. incarnetum,,,1343
3,13,2,THIR-I,L,PLER,2,03/31/2022,03/31/2022,,10,3,03/31/2022,15,0,0,0,0,0,0,,,,1344
3,13,3,THIR-I,L,TWIL-I,1,04/12/2022,04/12/2022,,18,8,04/12/2022,10,0,0,0,0,0,0,,,,1345
3,13,4,THIR-I,L,AMME,0,04/01/2022,,,18,6,04/01/2022,8,1,0,0,1,0,1,,,,11749
3,13,4,THIR-I,L,AMME,0,04/01/2022,,,18,6,04/01/2022,8,1,0,0,1,0,1,,,,11763
3,13,4,THIR-I,L,AMME,0,04/01/2022,,,18,6,04/01/2022,8,1,0,0,1,0,1,,,,11769
3,13,4,THIR-I,L,AMME,0,04/01/2022,,,18,6,04/01/2022,8,1,0,0,1,0,1,,,,11778
3,13,4,THIR-I,L,AMME,0,04/01/2022,,,18,6,04/01/2022,8,1,0,0,1,0,1,,,,11782
3,13,5,THIR-I,L,empty,,,,,,,,,,,,,,,,,,1347
3,13,6,THIR-I,L,AMME,1,04/18/2022,04/18/2022,,,23,04/18/2022,0,0,0,0,0,0,0,perhaps accidentally planted or maybe growing as a weed? still usable!,,,11654
3,13,6,THIR-I,L,GITR,1,04/15/2022,04/15/2022,B,10,4,04/15/2022,2,0,0,0,0,0,0,,,,11592
3,13,6,THIR-I,L,GITR,2,04/15/2022,04/15/2022,A,10,6,04/15/2022,2,0,0,0,0,0,0,,,,1348
3,13,7,THIR-I,L,MICA,2,04/04/2022,04/04/2022,,10,9,04/04/2022,5,0,0,0,0,0,0,,,,1349
3,13,8,THIR-I,L,VIVI,-9999,,,,,,,,,,,,,,,,,1350
3,13,9,THIR-I,L,MAEL,,,,,18,,,,,,,,,,,,,1351
3,13,10,THIR-I,L,ACAM,,,,,10,,,,,,,,,,,,,1352
3,13,11,THIR-I,L,BRNI,3,04/25/2022,04/25/2022,,18,8,04/25/2022,2,0,0,1,0,0,0,,,,1353
3,13,12,THIR-I,L,PLNO,0,04/20/2022,,,18,16,04/20/2022,23,0,0,0,1,0,1,"HYGL = Senecio, 2 background. n t. incarnetum, other = ANAR",,,1354
3,13,13,THIR-I,L,TACA,,,,,10,,,,,,,,,,,,,1355
3,13,14,THIR-I,L,THIR-I,,,,,18,,,,,,,,,,,,,1356
3,13,15,THIR-I,L,LOMU,,,,,10,,,,,,,,,,,,,1357
3,13,16,THIR-I,L,empty,,,,,,,,,,,,,,,,,,1358
3,13,17,THIR-I,L,CLPU,,,,,10,,,,,,,,,,,,,1359
3,13,18,THIR-I,L,CESO,,,,,18,,,,,,,,,,,,,1360
3,13,19,THIR-I,L,AVBA,1,04/29/2022,,,,9,04/29/2022,2,0,0,2,0,0,0,Phyto not ready to collect.,,,1361
3,13,20,THIR-I,L,THIR-U,,,,,18,,,,,,,,,,,,"subplot: this shouldn't exist, skip",1362
3,13,21,THIR-I,L,ANAR,,,,,10,,,,,,,,,,1 veg phyto in sub,,,1363
3,13,22,THIR-I,L,TWIL-U,0,04/12/2022,,,18,9,04/12/2022,7,0,0,0,0,0,1,,,,1364
3,13,23,THIR-I,L,empty,,,,,,,,,,,,,,,,,,1365
3,13,24,THIR-I,L,ERBO,-9999,,,,,,,,,,,,,,,,,1366
3,13,25,THIR-I,L,LENI,1,03/23/2022,03/23/2022,,18,11,03/23/2022,23,1,0,1,0,0,0,,,,1367
3,14,1,LENI,H,PLNO,0,03/23/2022,,,18,44,03/28/2022,33,0,0,0,1,1,0,,"plot: this was supposed to be ANAR, but CE accidentally seeded ANAR into 15, so we swapped background species",,1368
3,14,2,LENI,H,ANAR,0,03/23/2022,,,10,12,03/28/2022,11,0,0,0,1,0,2,,"plot: this was supposed to be ANAR, but CE accidentally seeded ANAR into 15, so we swapped background species",,1369
3,14,3,LENI,H,CESO,0,03/23/2022,,,18,49,03/28/2022,12,0,0,0,0,0,1,,"plot: this was supposed to be ANAR, but CE accidentally seeded ANAR into 15, so we swapped background species",,1370
3,14,4,LENI,H,THIR-I,2,03/23/2022,,,18,22,03/23/2022,19,0,0,1,0,0,0,,"plot: this was supposed to be ANAR, but CE accidentally seeded ANAR into 15, so we swapped background species",,1371
3,14,5,LENI,H,BRHO,3,03/23/2022,04/20/2022,,10,11,03/23/2022,0,0,0,0,0,0,0,,"plot: this was supposed to be ANAR, but CE accidentally seeded ANAR into 15, so we swapped background species",,1372
3,14,6,LENI,H,GITR,1,03/23/2022,04/25/2022,,10,13,03/23/2022,2,0,0,0,0,0,0,,"plot: this was supposed to be ANAR, but CE accidentally seeded ANAR into 15, so we swapped background species",,1373
3,14,7,LENI,H,ERBO,-9999,,,,,,,,,,,,,,,"plot: this was supposed to be ANAR, but CE accidentally seeded ANAR into 15, so we swapped background species",,1374
3,14,8,LENI,H,CLPU,0,03/23/2022,,,10,15,03/28/2022,5,0,0,0,0,0,0,,"plot: this was supposed to be ANAR, but CE accidentally seeded ANAR into 15, so we swapped background species",,1375
3,14,9,LENI,H,TACA,3,03/23/2022,,,10,16,03/23/2022,0,0,0,0,0,0,1,,"plot: this was supposed to be ANAR, but CE accidentally seeded ANAR into 15, so we swapped background species",,1376
3,14,10,LENI,H,MAEL,0,03/23/2022,,,18,35,03/28/2022,0,0,0,0,0,0,1,,"plot: this was supposed to be ANAR, but CE accidentally seeded ANAR into 15, so we swapped background species",,1377
3,14,11,LENI,H,AMME,2,03/23/2022,04/01/2022,,18,16,03/23/2022,28,0,0,0,1,0,2,"one phytometer fully senesced, lost seeds","plot: this was supposed to be ANAR, but CE accidentally seeded ANAR into 15, so we swapped background species",,1378
3,14,12,LENI,H,AVBA,0,04/29/2022,,,,34,04/29/2022,0,0,0,0,1,2,0,,"plot: this was supposed to be ANAR, but CE accidentally seeded ANAR into 15, so we swapped background species",,1379
3,14,13,LENI,H,empty,,,,,,,,,,,,,,,,"plot: this was supposed to be ANAR, but CE accidentally seeded ANAR into 15, so we swapped background species",,1380
3,14,14,LENI,H,TWIL-I,1,03/23/2022,04/12/2022,,18,42,03/23/2022,0,0,0,0,0,0,0,,"plot: this was supposed to be ANAR, but CE accidentally seeded ANAR into 15, so we swapped background species",,1381
3,14,15,LENI,H,empty,,,,,,,,,,,,,,,,"plot: this was supposed to be ANAR, but CE accidentally seeded ANAR into 15, so we swapped background species",,1382
3,14,16,LENI,H,LENI,1,03/23/2022,03/23/2022,,18,41,03/23/2022,0,0,0,0,0,0,1,,"plot: this was supposed to be ANAR, but CE accidentally seeded ANAR into 15, so we swapped background species",,1383
3,14,17,LENI,H,ACAM,0,03/23/2022,,,10,20,03/28/2022,0,0,0,1,0,0,1,,"plot: this was supposed to be ANAR, but CE accidentally seeded ANAR into 15, so we swapped background species",,1384
3,14,18,LENI,H,VIVI,-9999,,,,,,,,,,,,,,,"plot: this was supposed to be ANAR, but CE accidentally seeded ANAR into 15, so we swapped background species",,1385
3,14,19,LENI,H,empty,,,,,,,,,,,,,,,,"plot: this was supposed to be ANAR, but CE accidentally seeded ANAR into 15, so we swapped background species",,1386
3,14,20,LENI,H,LOMU,1,03/23/2022,,,10,23,03/23/2022,0,0,0,0,0,0,0,,"plot: this was supposed to be ANAR, but CE accidentally seeded ANAR into 15, so we swapped background species",,1387
3,14,21,LENI,H,PLER,1,03/23/2022,03/31/2022,,10,11,03/23/2022,13,0,0,0,0,0,0,,"plot: this was supposed to be ANAR, but CE accidentally seeded ANAR into 15, so we swapped background species",,1388
3,14,22,LENI,H,empty,,,,,,,,,,,,,,,,"plot: this was supposed to be ANAR, but CE accidentally seeded ANAR into 15, so we swapped background species",,1389
3,14,23,LENI,H,BRNI,2,03/23/2022,04/25/2022,,18,21,03/23/2022,9,0,0,0,0,0,1,,"plot: this was supposed to be ANAR, but CE accidentally seeded ANAR into 15, so we swapped background species",,1390
3,14,24,LENI,H,MICA,0,03/23/2022,,,10,22,03/28/2022,0,0,0,2,0,0,1,,"plot: this was supposed to be ANAR, but CE accidentally seeded ANAR into 15, so we swapped background species",,1391
3,14,25,LENI,H,empty,,,,,,,,,,,,,,,,"plot: this was supposed to be ANAR, but CE accidentally seeded ANAR into 15, so we swapped background species",,1392
3,15,1,ANAR,H,ACAM,0,05/05/2022,,,10,24,05/05/2022,0,0,0,0,1,0,0,,"plot: accidentally seeded as ANAR, was originally LENI-H",,1393
3,15,2,ANAR,H,PLNO,1,04/20/2022,04/20/2022,,18,114,04/20/2022,0,0,0,3,3,2,4,Other = LOMU+ TACA +2 small red grassy individuals,"plot: accidentally seeded as ANAR, was originally LENI-H",,1394
3,15,3,ANAR,H,ERBO,-9999,,,,,,,,,,,,,,,"plot: accidentally seeded as ANAR, was originally LENI-H",,1395
3,15,4,ANAR,H,MICA,3,04/04/2022,04/13/2022,,10,35,04/04/2022,3,0,0,1,0,0,1,"still budding, not collected","plot: accidentally seeded as ANAR, was originally LENI-H",,1396
3,15,5,ANAR,H,CESO,1,05/05/2022,,,18,34,05/05/2022,7,2,0,0,0,3,3,other=THIR and MAEL?,"plot: accidentally seeded as ANAR, was originally LENI-H",,1397
3,15,6,ANAR,H,CLPU,0,05/05/2022,,,10,22,05/05/2022,8,0,0,1,0,0,1,other=small grass ,"plot: accidentally seeded as ANAR, was originally LENI-H",,1398
3,15,7,ANAR,H,MAEL,0,05/05/2022,,,18,115,05/05/2022,20,0,0,3,1,0,2,other=frosty forb,"plot: accidentally seeded as ANAR, was originally LENI-H",,1399
3,15,8,ANAR,H,AVBA,0,04/29/2022,,,,68,04/29/2022,0,0,0,2,5,0,0,,"plot: accidentally seeded as ANAR, was originally LENI-H",,1400
3,15,9,ANAR,H,LOMU,2,05/05/2022,,,10,6,05/05/2022,0,2,0,0,3,0,0,,"plot: accidentally seeded as ANAR, was originally LENI-H",,1401
3,15,10,ANAR,H,VIVI,-9999,,,,,,,,,,,,,,,"plot: accidentally seeded as ANAR, was originally LENI-H",,1402
3,15,11,ANAR,H,PLER,1,03/31/2022,03/31/2022,A,10,41,03/31/2022,4,0,0,0,0,0,1,this envelope does not have a yet.,"plot: accidentally seeded as ANAR, was originally LENI-H",,1403
3,15,11,ANAR,H,PLER,2,05/05/2022,05/05/2022,B,10,35,05/05/2022,3,0,0,3,0,0,0,found while censusing. likely that original phyto was in different neighborhood,,,11783
3,15,12,ANAR,H,empty,,,,,,,,,,,,,,,,"plot: accidentally seeded as ANAR, was originally LENI-H",,1404
3,15,13,ANAR,H,BRHO,1,04/20/2022,04/20/2022,C,,28,04/20/2022,0,0,0,2,0,0,0,,,,11698
3,15,13,ANAR,H,BRHO,1,04/20/2022,04/20/2022,B,,45,04/20/2022,1,0,0,4,0,2,1,other =small red grass,,,11697
3,15,13,ANAR,H,BRHO,1,04/20/2022,04/20/2022,A,10,37,04/20/2022,3,0,0,0,0,1,2,other = small red grass,"plot: accidentally seeded as ANAR, was originally LENI-H",,1405
3,15,14,ANAR,H,TWIL-I,1,04/12/2022,04/12/2022,,18,63,04/12/2022,0,0,0,4,0,1,5,,"plot: accidentally seeded as ANAR, was originally LENI-H",,1406
3,15,15,ANAR,H,LENI,1,03/23/2022,03/23/2022,B,18,103,03/23/2022,0,1,0,0,0,3,0,,,,11519
3,15,15,ANAR,H,LENI,2,03/23/2022,03/23/2022,A,18,52,03/23/2022,1,2,0,1,0,0,5,,"plot: accidentally seeded as ANAR, was originally LENI-H",,1407
3,15,16,ANAR,H,BRNI,2,04/25/2022,04/25/2022,,18,39,04/25/2022,3,0,0,2,0,0,2,,"plot: accidentally seeded as ANAR, was originally LENI-H",,1408
3,15,17,ANAR,H,AMME,1,04/04/2022,04/04/2022,,18,86,04/04/2022,0,0,0,1,0,0,1,,"plot: accidentally seeded as ANAR, was originally LENI-H",,1409
3,15,18,ANAR,H,ANAR,,,,,10,,,,,,,,,,,"plot: accidentally seeded as ANAR, was originally LENI-H",,1410
3,15,19,ANAR,H,empty,,,,,,,,,,,,,,,,"plot: accidentally seeded as ANAR, was originally LENI-H",,1411
3,15,20,ANAR,H,empty,,,,,,,,,,,,,,,,"plot: accidentally seeded as ANAR, was originally LENI-H",,1412
3,15,21,ANAR,H,empty,,,,,,,,,,,,,,,,"plot: accidentally seeded as ANAR, was originally LENI-H",,1413
3,15,22,ANAR,H,empty,,,,,,,,,,,,,,,,"plot: accidentally seeded as ANAR, was originally LENI-H",,1414
3,15,23,ANAR,H,THIR-I,1,05/05/2022,,,18,71,05/05/2022,0,1,0,4,0,0,1,other=taca phytometer,"plot: accidentally seeded as ANAR, was originally LENI-H",,1415
3,15,24,ANAR,H,TACA,1,05/05/2022,,,10,33,05/05/2022,0,0,0,2,0,0,0,NE side,"plot: accidentally seeded as ANAR, was originally LENI-H",,1416
3,15,25,ANAR,H,GITR,2,04/15/2022,04/15/2022,,10,31,04/15/2022,0,0,0,0,0,0,2,,"plot: accidentally seeded as ANAR, was originally LENI-H",,1417
3,16,1,GITR,L,GITR,1,04/15/2022,04/15/2022,,10,34,04/15/2022,0,0,0,2,0,0,0,collected from sub 18,,,1418
3,16,2,GITR,L,LENI,2,03/23/2022,03/23/2022,,18,32,03/23/2022,1,0,0,0,0,0,0,,,,1419
3,16,3,GITR,L,ERBO,-9999,,,,,,,,,,,,,,,,,1420
3,16,4,GITR,L,empty,,,,,,,,,,,,,,,,,,1421
3,16,5,GITR,L,AVBA,0,04/29/2022,,,,11,04/29/2022,0,0,0,0,0,0,3,,,,1422
3,16,6,GITR,L,ANAR,1,04/15/2022,,,10,20,04/15/2022,0,0,0,0,0,0,1,northem most,,,1423
3,16,6,GITR,L,ANAR,3,04/15/2022,,,,26,04/15/2022,0,1,0,0,1,0,1,"approx in a triangle with each other. This is next to ANAR background, so that's why there are 4 phytos total",,,11575
3,16,7,GITR,L,CLPU,0,04/15/2022,,,10,36,04/15/2022,0,0,0,0,0,0,3,,,,1424
3,16,8,GITR,L,PLNO,1,04/15/2022,04/20/2022,,18,31,04/15/2022,0,0,0,0,0,0,1,in sub 5!!,,,1425
3,16,9,GITR,L,TWIL-I,0,04/12/2022,,,18,46,04/12/2022,2,0,0,0,0,0,0,,,,1426
3,16,10,GITR,L,BRNI,1,04/15/2022,04/25/2022,B,,105,04/15/2022,0,0,0,1,0,0,0,On edge of sub 15 and 20,,,11576
3,16,10,GITR,L,BRNI,1,04/15/2022,04/25/2022,A,18,73,04/15/2022,0,0,0,0,0,0,1,in sub 10,,,1427
3,16,11,GITR,L,empty,,,,,,,,,,,,,,,,,,1428
3,16,12,GITR,L,AMME,0,04/04/2022,,,18,37,04/04/2022,5,1,0,0,1,1,1,,,,1429
3,16,13,GITR,L,MICA,2,04/04/2022,04/04/2022,,10,27,04/04/2022,4,0,0,0,0,0,0,,,,1430
3,16,14,GITR,L,THIR-I,1,04/15/2022,,,18,42,04/15/2022,0,0,0,1,0,0,0,,,,1431
3,16,15,GITR,L,BRHO,2,04/15/2022,04/15/2022,,10,22,04/15/2022,0,0,0,0,0,0,0,,,,1432
3,16,16,GITR,L,LOMU,2,04/15/2022,,,10,22,04/15/2022,0,1,0,0,0,0,0,,,,1433
3,16,17,GITR,L,ACAM,1,04/15/2022,,,10,29,04/15/2022,0,0,0,1,1,0,0,,,,1434
3,16,18,GITR,L,empty,,,,,,,,,,,,,,,,,,1435
3,16,19,GITR,L,MAEL,2,04/15/2022,,,18,81,04/15/2022,0,0,0,0,0,0,0,,,,1436
3,16,20,GITR,L,PLER,1,03/31/2022,03/31/2022,,10,35,03/31/2022,0,0,0,0,0,0,0,,,,1437
3,16,21,GITR,L,CESO,1,04/15/2022,,,18,34,04/15/2022,0,1,0,1,1,0,2,,,,1438
3,16,22,GITR,L,empty,,,,,,,,,,,,,,,,,,1439
3,16,23,GITR,L,TACA,1,04/15/2022,,B,,45,04/15/2022,0,0,0,0,0,0,0,eastern most,,,11577
3,16,23,GITR,L,TACA,2,04/15/2022,,A,10,43,04/15/2022,0,0,0,0,0,0,0,"westernmost, on N-S axis w/each other approx.",,,1440
3,16,24,GITR,L,empty,,,,,,,,,,,,,,,,,,1441
3,16,25,GITR,L,VIVI,-9999,,,,,,,,,,,,,,,,,1442
3,17,1,PLNO,L,TACA,1,04/19/2022,,B,,0,04/19/2022,0,0,0,0,0,1,2,S of other phyto,,,11655
3,17,1,PLNO,L,TACA,1,04/19/2022,,A,10,1,04/19/2022,0,0,0,0,0,0,0,N of other phyto,,,1443
3,17,2,PLNO,L,empty,,,,,,,,,,,,,,,,,,1444
3,17,3,PLNO,L,empty,,,,,,,,,,,,,,,,,,1445
3,17,4,PLNO,L,TWIL-I,2,04/12/2022,04/12/2022,,18,0,04/12/2022,1,0,0,2,0,0,1,,,,1446
3,17,5,PLNO,L,AVBA,0,04/29/2022,,,,0,04/29/2022,4,0,0,5,0,0,0,,,,1447
3,17,6,PLNO,L,empty,,,,,,,,,,,,,,,,,,1448
3,17,7,PLNO,L,BRHO,1,04/19/2022,04/19/2022,B,,0,04/19/2022,2,0,0,0,0,0,0,,,,11656
3,17,7,PLNO,L,BRHO,2,04/19/2022,04/19/2022,A,10,1,04/19/2022,2,0,0,0,0,1,2,,,,1449
3,17,8,PLNO,L,empty,,,,,,,,,,,,,,,,,,1450
3,17,9,PLNO,L,ERBO,-9999,,,,,,,,,,,,,,,,,1451
3,17,10,PLNO,L,VIVI,-9999,,,,,,,,,,,,,,,,,1452
3,17,11,PLNO,L,MAEL,0,04/19/2022,,,18,3,04/19/2022,5,0,0,1,0,1,0,,,,1453
3,17,12,PLNO,L,PLNO,1,04/19/2022,04/19/2022,,18,3,04/19/2022,3,0,0,0,0,0,0,,,,1454
3,17,13,PLNO,L,LENI,3,03/23/2022,03/23/2022,,18,0,03/23/2022,12,0,0,0,0,0,0,,,,1455
3,17,14,PLNO,L,GITR,3,04/15/2022,04/15/2022,,10,0,04/15/2022,0,0,0,3,0,0,0,,,,1456
